donor, acceptor, , 
-1538.61, -44.15, , 
578.67, 441.27, , 
-1010.12, 828.95, , 
1369.52, -741.26, , 
465.90, 339.85, , 
-234.56, 178.04, , 
-1056.94, -146.12, , 
1329.44, 245.57, , 
843.36, 330.67, , 
527.29, -273.92, , 
-2495.37, 729.89, , 
-434.60, -29.91, , 
487.77, 12.72, , 
-255.63, -401.15, , 
217.20, 531.81, , 
-965.37, 262.69, , 
1307.64, -527.45, , 
-1147.19, 295.91, , 
777.94, 288.06, , 
494.37, 525.98, , 
1579.82, 1001.84, , 
-877.03, -1095.57, , 
-584.76, -642.64, , 
-1113.32, -610.40, , 
2259.13, 64.52, , 
1039.32, -172.19, , 
340.81, -489.13, , 
249.23, 185.95, , 
8.95, 231.51, , 
532.46, -97.16, , 
515.62, -417.37, , 
-1230.29, -300.22, , 
843.54, -558.34, , 
270.60, -448.16, , 
2407.06, 78.62, , 
-400.50, -464.08, , 
237.03, -553.49, , 
857.23, 321.26, , 
483.50, 457.90, , 
650.99, 656.40, , 
-55.36, 451.82, , 
356.32, 353.73, , 
524.23, 17.98, , 
874.34, -302.88, , 
-1311.85, 134.07, , 
-87.11, 456.94, , 
220.79, -117.76, , 
687.84, -369.69, , 
2054.23, 293.72, , 
685.11, -196.07, , 
-1466.25, -783.04, , 
-1030.86, -65.96, , 
148.93, 528.33, , 
595.25, 318.08, , 
-2300.10, -173.39, , 
438.85, -215.01, , 
748.66, -492.49, , 
1139.84, -315.62, , 
-6.41, -365.60, , 
899.00, -353.33, , 
-1272.58, -846.39, , 
372.00, -495.17, , 
2985.80, -377.77, , 
-888.77, -10.79, , 
-208.40, -31.45, , 
-300.45, -614.73, , 
238.47, 338.15, , 
1836.55, 403.80, , 
-1241.99, 804.41, , 
-112.60, 61.50, , 
485.08, -82.72, , 
744.25, 399.54, , 
880.33, 1035.98, , 
1183.28, 13.93, , 
-699.59, -378.67, , 
584.59, 4.43, , 
-263.57, -466.63, , 
729.55, 114.31, , 
106.57, 319.64, , 
1771.32, -408.45, , 
-290.72, 123.23, , 
2052.73, -76.42, , 
-1125.97, 304.62, , 
-112.29, 96.68, , 
3115.32, -712.72, , 
-947.99, 899.38, , 
556.09, 919.74, , 
1222.59, 14.87, , 
-587.80, 501.86, , 
1140.61, 76.97, , 
1880.87, -173.54, , 
-1209.42, 141.73, , 
696.33, 101.85, , 
-775.16, -499.19, , 
1596.33, -31.29, , 
1370.13, -136.91, , 
-381.30, -92.25, , 
-998.03, -502.53, , 
-510.04, -221.81, , 
-209.16, -405.52, , 
745.36, 391.68, , 
-851.08, -204.01, , 
805.63, 389.38, , 
-373.40, -505.45, , 
-1092.81, 289.70, , 
-2017.14, 420.72, , 
1188.53, 13.56, , 
1662.55, 1060.21, , 
-304.04, -200.88, , 
1682.28, -430.27, , 
1032.49, 621.38, , 
-369.17, -269.42, , 
347.64, 195.03, , 
192.19, 284.40, , 
-148.07, -452.42, , 
1775.59, 181.09, , 
205.60, -79.27, , 
2005.52, 743.09, , 
-552.84, -401.53, , 
14.37, 473.91, , 
516.90, 380.61, , 
701.10, 394.76, , 
1148.98, 466.24, , 
-135.29, 442.35, , 
-1001.41, -461.38, , 
-138.11, 248.10, , 
-894.71, -117.42, , 
187.92, -194.08, , 
472.44, 305.87, , 
1821.33, -54.80, , 
811.67, 526.00, , 
292.07, 432.07, , 
1719.77, 85.76, , 
1584.72, -5.72, , 
249.68, 91.15, , 
457.56, 458.74, , 
554.47, -215.42, , 
-133.09, 797.05, , 
1092.77, -666.88, , 
1002.52, 0.61, , 
911.04, -269.87, , 
-758.03, 1022.40, , 
2018.51, -394.22, , 
189.86, 86.38, , 
873.92, -270.82, , 
1316.88, -506.07, , 
542.23, -248.75, , 
1558.42, 338.33, , 
-1931.94, -348.86, , 
280.40, 744.87, , 
186.20, 67.44, , 
1516.63, -321.70, , 
680.71, 29.52, , 
785.22, 112.56, , 
-307.00, 404.76, , 
815.88, -104.98, , 
346.39, -340.53, , 
900.23, 204.03, , 
1090.23, -3.90, , 
-773.78, -891.60, , 
-2169.48, 659.52, , 
446.04, 436.77, , 
352.25, -329.31, , 
1254.05, 321.84, , 
83.96, -212.09, , 
918.82, -652.73, , 
-250.17, -88.44, , 
179.04, -215.67, , 
1629.82, -422.72, , 
-136.35, -261.58, , 
-726.35, -37.71, , 
-1072.99, -452.61, , 
541.35, -197.27, , 
1291.43, -388.92, , 
-1111.22, 290.03, , 
712.11, 726.51, , 
1377.42, 105.78, , 
1085.99, -7.20, , 
339.70, 759.44, , 
328.17, 413.61, , 
-1181.15, -80.11, , 
-1173.19, 304.34, , 
-333.35, 561.78, , 
160.76, -16.75, , 
912.03, 190.36, , 
-870.26, 152.69, , 
-69.14, 18.81, , 
-1781.37, -387.30, , 
-565.76, 349.49, , 
-1052.33, -42.89, , 
-202.69, -335.51, , 
-986.16, 258.05, , 
598.49, 748.07, , 
-764.03, -110.52, , 
1361.07, -18.72, , 
-1416.58, 86.63, , 
2153.57, 419.70, , 
-277.75, -276.70, , 
557.92, -41.06, , 
-505.45, 137.79, , 
324.22, 170.77, , 
-2103.00, 378.60, , 
-929.73, -167.57, , 
-1476.34, 741.54, , 
-1286.95, 690.36, , 
-622.11, -375.29, , 
-688.05, 169.91, , 
1535.05, -277.03, , 
-1250.84, -151.62, , 
-1258.92, -180.34, , 
1192.04, 426.66, , 
-480.47, -859.77, , 
-703.87, -173.21, , 
-1488.11, 259.37, , 
-1612.70, -479.45, , 
1127.07, -180.14, , 
-630.75, 707.87, , 
-1250.25, 1072.43, , 
-695.05, -476.03, , 
-2631.63, 37.71, , 
612.14, -666.98, , 
612.82, 381.35, , 
-255.73, -425.25, , 
-418.84, -84.51, , 
-1767.87, 363.62, , 
-606.16, 727.87, , 
-1148.79, 485.72, , 
127.12, -30.09, , 
1951.15, 744.69, , 
409.91, -273.40, , 
-1086.62, 454.92, , 
-1150.77, -148.39, , 
-194.98, -164.89, , 
-149.15, -630.91, , 
-24.41, -529.50, , 
-1225.32, -852.11, , 
-739.24, 232.79, , 
-34.20, -377.56, , 
-1565.95, -445.48, , 
349.36, -737.76, , 
586.91, -168.46, , 
695.44, 185.88, , 
1130.45, 405.95, , 
630.44, -97.44, , 
997.39, -87.75, , 
-277.20, 287.87, , 
930.98, 697.49, , 
-565.64, 1031.08, , 
346.00, 46.12, , 
-142.72, 459.86, , 
539.38, -483.58, , 
-433.68, 573.18, , 
-874.55, -503.49, , 
-377.18, 1286.08, , 
1055.64, -760.94, , 
-985.92, 570.51, , 
-114.53, -163.22, , 
81.27, 116.28, , 
-2350.46, -420.84, , 
22.81, 145.48, , 
1169.40, -84.02, , 
-33.96, -221.30, , 
1578.05, -519.33, , 
-420.93, -297.23, , 
-365.06, -260.83, , 
-766.99, -239.61, , 
-711.28, -40.14, , 
-385.59, -110.34, , 
-333.34, -184.55, , 
237.99, -89.57, , 
362.43, 797.33, , 
1491.89, -421.08, , 
-1229.76, 389.24, , 
-1015.24, 1420.47, , 
415.51, -1260.64, , 
-722.60, -63.90, , 
2638.23, -477.79, , 
-396.79, -359.31, , 
-16.94, 398.90, , 
700.27, -540.78, , 
159.80, 194.33, , 
-156.77, -42.09, , 
-4.40, -1032.22, , 
-329.20, -116.26, , 
-1009.20, -148.06, , 
-142.26, 572.36, , 
-211.41, 670.14, , 
139.84, -332.25, , 
1109.66, 577.57, , 
-893.60, 1602.55, , 
742.78, -797.54, , 
215.07, 16.96, , 
-202.71, -112.61, , 
913.48, 323.44, , 
792.72, 248.73, , 
-269.23, -138.04, , 
311.00, 136.69, , 
566.14, -71.08, , 
903.76, 168.05, , 
2343.89, -46.73, , 
-226.55, 16.78, , 
251.64, 762.77, , 
124.13, -533.52, , 
-1387.74, 129.05, , 
311.21, -683.40, , 
-787.09, -65.04, , 
-1168.79, 84.82, , 
-738.42, 599.99, , 
1361.89, -80.77, , 
-299.59, 4.99, , 
680.87, 110.77, , 
-861.78, 303.34, , 
-1282.44, -221.46, , 
-619.91, 175.40, , 
1353.66, 650.78, , 
1431.38, -535.70, , 
326.83, 0.76, , 
1028.58, -491.59, , 
155.38, -73.06, , 
-742.42, -285.21, , 
-255.16, 383.88, , 
274.53, -10.19, , 
-493.36, -254.50, , 
451.26, 74.20, , 
1397.06, 845.73, , 
-223.83, 195.28, , 
800.22, -532.38, , 
301.72, -87.47, , 
327.75, -212.52, , 
-600.30, -4.26, , 
260.02, -549.11, , 
222.98, 509.24, , 
1009.04, -204.84, , 
1348.31, -389.98, , 
-530.34, -427.41, , 
-314.95, 226.04, , 
-108.32, -121.00, , 
-633.66, 1412.70, , 
1465.29, -126.69, , 
-1574.74, -332.61, , 
1919.12, 470.48, , 
2723.99, 403.83, , 
-239.87, -307.33, , 
1667.14, 163.97, , 
-1188.36, 837.90, , 
-1965.18, -601.78, , 
-373.80, 33.60, , 
1988.73, 85.79, , 
598.65, 100.22, , 
368.69, -247.70, , 
-3.09, 342.60, , 
1157.79, -602.30, , 
1292.90, 283.08, , 
-381.92, -570.75, , 
1548.79, -420.71, , 
394.28, 113.15, , 
-375.39, 337.09, , 
751.77, -515.45, , 
1259.57, -529.83, , 
-129.41, -242.85, , 
117.44, -364.39, , 
-300.77, 121.86, , 
-472.68, 354.25, , 
-599.52, 1265.56, , 
-506.89, 641.51, , 
-270.85, -555.46, , 
-1380.47, -390.59, , 
-2434.48, -357.20, , 
-1398.53, -583.56, , 
-2151.74, 39.87, , 
1595.47, 127.49, , 
-1589.56, -544.48, , 
-146.94, -106.54, , 
1307.90, 212.61, , 
333.64, -257.45, , 
47.34, -97.60, , 
217.24, -423.74, , 
-308.33, -607.48, , 
56.33, 208.27, , 
920.59, -828.33, , 
-1586.23, -20.39, , 
3682.23, 166.59, , 
171.13, -293.10, , 
-530.02, 716.19, , 
-272.83, -316.69, , 
33.77, 592.87, , 
-646.55, -212.13, , 
346.58, 51.34, , 
467.69, -725.14, , 
1037.75, 271.69, , 
-1542.64, 20.01, , 
406.63, 900.41, , 
-196.40, -485.62, , 
-553.19, -446.46, , 
534.92, 44.06, , 
-1734.34, -25.29, , 
566.92, 132.19, , 
161.11, 42.29, , 
-958.67, -145.96, , 
794.57, -138.77, , 
-947.90, -269.92, , 
-413.77, -165.96, , 
485.90, -178.44, , 
1081.63, -282.31, , 
974.74, -545.95, , 
-941.40, 520.35, , 
-1303.47, -733.91, , 
-247.13, 230.53, , 
-235.04, -78.20, , 
957.51, 703.25, , 
806.30, -143.73, , 
-536.26, -10.36, , 
-1047.65, 349.87, , 
298.23, -162.36, , 
1253.53, 484.91, , 
-4.52, 36.84, , 
-267.09, -252.20, , 
-658.42, -231.25, , 
-718.70, -473.35, , 
-29.93, 788.69, , 
450.59, -542.97, , 
-786.67, -584.70, , 
928.67, -77.66, , 
-686.42, -610.92, , 
676.34, 8.02, , 
-1063.40, 152.84, , 
-410.47, 298.80, , 
-1951.73, -598.19, , 
1073.54, 63.63, , 
1675.36, 578.36, , 
43.41, -85.15, , 
-543.62, 799.82, , 
-898.33, 182.81, , 
263.35, 149.12, , 
933.76, -126.69, , 
-1479.13, -241.17, , 
-848.27, -568.43, , 
306.66, 799.02, , 
1400.33, 141.49, , 
385.46, -207.36, , 
-566.58, -108.44, , 
-558.70, 262.52, , 
1050.72, -644.54, , 
536.29, -366.71, , 
119.67, -115.41, , 
1006.88, -528.95, , 
1508.01, 80.31, , 
1127.73, 1054.37, , 
1704.92, -420.44, , 
