donor, acceptor, , 
1105.26, 232.52, , 
1214.17, 320.69, , 
43.45, 16.43, , 
-1197.66, -75.34, , 
352.12, -675.08, , 
-317.59, -874.44, , 
1202.56, 11.94, , 
-1.53, -229.38, , 
-1351.81, 32.42, , 
1424.23, 403.01, , 
1672.06, 482.41, , 
577.45, 626.68, , 
652.53, 142.19, , 
310.71, 345.07, , 
-1376.13, -716.75, , 
338.08, 75.25, , 
-1022.00, -266.93, , 
11.10, 152.92, , 
-1052.52, -731.33, , 
1282.45, -473.46, , 
379.47, -262.62, , 
431.01, 477.82, , 
-1208.59, -520.12, , 
441.53, -482.00, , 
-1246.16, 128.21, , 
-743.12, 59.70, , 
1341.07, 504.34, , 
190.12, -515.55, , 
917.61, -621.45, , 
-1473.26, 385.83, , 
-114.87, 522.94, , 
-453.12, 660.30, , 
1748.22, -216.86, , 
46.88, -292.67, , 
-1260.46, 85.59, , 
1739.23, 151.84, , 
-1272.11, 654.06, , 
-565.63, 40.05, , 
1308.95, -109.75, , 
-22.68, 741.66, , 
29.48, -29.57, , 
-571.57, -155.54, , 
-589.66, 1215.15, , 
604.75, -72.41, , 
490.82, -59.13, , 
-1613.37, 64.55, , 
1024.20, 151.23, , 
98.77, 338.03, , 
662.07, -5.04, , 
716.74, -715.41, , 
-746.07, 9.64, , 
651.05, -434.42, , 
-1575.22, -428.76, , 
1254.27, -187.24, , 
-1566.10, -789.86, , 
788.83, 827.29, , 
-1.62, 63.82, , 
740.47, -404.65, , 
841.81, 98.82, , 
-513.25, 605.36, , 
391.00, -640.63, , 
-1749.89, 45.00, , 
208.95, -124.32, , 
77.59, 526.85, , 
408.79, 176.36, , 
26.78, -501.59, , 
-57.61, -517.49, , 
167.24, -468.99, , 
771.05, 83.74, , 
-94.19, -671.18, , 
-1485.44, -905.58, , 
1097.27, 40.90, , 
65.91, -309.55, , 
-1240.29, -126.15, , 
836.94, -540.06, , 
160.27, 531.50, , 
-654.63, 631.56, , 
-50.48, -290.60, , 
-1803.44, -121.97, , 
145.80, 803.40, , 
-825.64, -664.60, , 
335.76, -324.51, , 
1485.00, 617.65, , 
851.59, 603.50, , 
525.37, -704.76, , 
1222.77, 410.39, , 
-1716.73, -270.57, , 
234.49, -559.38, , 
-248.62, -384.43, , 
-1115.58, 78.62, , 
1257.18, 66.20, , 
926.20, -413.19, , 
1226.13, -460.85, , 
502.43, -416.45, , 
2425.32, 360.50, , 
122.36, -945.68, , 
-8.65, -737.22, , 
74.75, -304.78, , 
-1037.14, -353.28, , 
-2128.02, 87.93, , 
766.46, 742.29, , 
-685.34, -136.40, , 
1934.39, 272.51, , 
957.30, 45.12, , 
-354.18, -88.72, , 
218.32, 66.90, , 
904.45, 159.04, , 
-991.23, 134.10, , 
-1067.85, -218.71, , 
-1576.64, -825.73, , 
1402.66, -1.74, , 
732.70, 625.49, , 
136.86, -248.69, , 
-1818.85, 167.30, , 
1429.13, 277.73, , 
-118.25, 311.03, , 
513.01, 511.50, , 
854.60, -17.42, , 
2945.80, 422.87, , 
-1956.61, -128.35, , 
-133.31, -374.62, , 
-26.46, -186.62, , 
1091.36, 81.57, , 
-245.50, 455.35, , 
-767.34, -178.59, , 
-1407.71, 331.71, , 
894.14, 98.61, , 
-861.05, -14.18, , 
-963.81, 393.79, , 
-1016.03, 335.16, , 
1076.10, 353.25, , 
-344.56, -427.75, , 
-1387.84, -534.28, , 
-1149.76, 518.26, , 
648.83, -229.00, , 
-1402.74, -139.38, , 
863.37, 55.61, , 
-1151.70, -27.40, , 
1456.06, -223.97, , 
294.84, 596.08, , 
-238.15, -169.33, , 
-1393.46, -618.69, , 
-251.32, 371.85, , 
-321.83, 1101.02, , 
296.92, 163.89, , 
-823.33, 849.40, , 
-2519.45, -535.07, , 
312.36, 355.28, , 
617.96, -14.64, , 
832.64, 922.20, , 
29.61, -443.34, , 
-547.12, -624.77, , 
-277.20, 752.41, , 
1122.45, 280.34, , 
-860.11, -212.91, , 
-437.42, -379.96, , 
-992.09, -103.24, , 
-437.27, -563.97, , 
-1034.13, -99.16, , 
2459.53, -310.08, , 
156.66, 487.54, , 
1577.28, 339.82, , 
-846.09, -507.77, , 
944.95, 158.85, , 
-62.70, 193.01, , 
475.37, 1303.66, , 
-1744.95, -424.88, , 
516.44, -21.65, , 
-1180.66, -695.35, , 
1248.09, -154.13, , 
-735.83, 495.52, , 
1040.80, 519.82, , 
407.00, 183.99, , 
-198.68, 516.60, , 
596.59, -371.79, , 
529.15, -349.47, , 
-1211.31, -265.91, , 
-957.95, -18.97, , 
-925.63, 549.87, , 
-1250.95, 332.43, , 
223.51, -314.39, , 
-648.64, -265.83, , 
604.35, -612.94, , 
616.76, -347.44, , 
-868.75, -119.72, , 
-1762.36, -186.58, , 
282.30, 479.97, , 
-1393.67, 128.17, , 
176.53, -78.68, , 
-309.70, 79.40, , 
-809.77, -420.56, , 
185.51, -139.70, , 
-131.56, 194.43, , 
-330.93, -35.64, , 
-920.67, 157.45, , 
67.37, 252.62, , 
-927.57, -31.62, , 
1041.78, -284.51, , 
850.38, 427.83, , 
-773.89, -26.55, , 
-302.90, -470.35, , 
-739.09, -634.04, , 
-880.87, -279.46, , 
372.62, -565.50, , 
854.68, -356.17, , 
588.32, -267.87, , 
-2574.56, 173.94, , 
-233.17, -371.11, , 
678.48, -119.80, , 
-1355.72, 489.26, , 
4091.67, 264.51, , 
1278.27, -282.88, , 
691.02, -140.73, , 
876.36, -247.26, , 
-1153.20, 145.09, , 
203.30, -405.84, , 
-32.47, -814.28, , 
-1427.24, -590.63, , 
-795.11, -228.47, , 
649.87, -79.87, , 
710.74, 541.95, , 
1929.00, -35.34, , 
143.01, -178.54, , 
-348.37, 271.82, , 
-415.85, 406.99, , 
-110.81, -769.41, , 
599.20, 122.46, , 
-682.17, 7.82, , 
497.18, -87.67, , 
3137.21, -705.87, , 
-201.24, -306.94, , 
185.00, -336.95, , 
-1279.16, -326.17, , 
547.02, 2.49, , 
-1135.02, 258.98, , 
2042.46, -446.08, , 
1280.90, 25.14, , 
-758.52, 202.80, , 
827.00, -223.19, , 
-66.47, -37.29, , 
-335.69, -671.69, , 
-2086.11, 584.34, , 
564.47, -166.66, , 
565.36, 314.34, , 
-78.65, -438.22, , 
-155.75, -286.76, , 
-1629.93, 12.91, , 
-1561.08, -518.40, , 
592.39, -525.63, , 
-358.76, -949.61, , 
-922.15, -497.61, , 
-1998.98, -470.00, , 
1919.30, -371.38, , 
-1244.97, -369.84, , 
-238.45, -348.36, , 
-1533.93, -11.36, , 
308.47, -486.78, , 
-1191.80, -444.87, , 
-336.03, 569.24, , 
-1117.41, 381.93, , 
576.10, -253.92, , 
-93.05, -248.08, , 
2256.25, -178.28, , 
-579.57, -32.62, , 
-379.69, -166.02, , 
-134.42, 963.99, , 
531.90, 272.77, , 
-480.30, 403.89, , 
-1182.04, 380.27, , 
212.70, -638.65, , 
-815.71, 432.92, , 
-1064.21, -251.41, , 
-1041.75, 1249.59, , 
-1104.97, -350.20, , 
-470.61, -132.33, , 
-7.27, -864.89, , 
-680.10, -117.75, , 
-41.39, -500.94, , 
-569.67, -404.79, , 
1714.38, -622.51, , 
601.36, 292.33, , 
-623.62, -788.82, , 
-1874.18, -142.33, , 
184.05, 332.90, , 
858.48, -73.08, , 
149.64, -487.37, , 
2527.89, -163.02, , 
-253.35, 742.02, , 
-1070.82, -507.31, , 
1893.08, -849.61, , 
106.57, 429.88, , 
1199.32, 400.21, , 
1694.01, -5.64, , 
-737.25, -369.84, , 
1048.55, 1001.51, , 
856.39, -159.50, , 
968.78, 143.51, , 
675.60, -43.40, , 
-501.82, -612.37, , 
1999.08, -388.54, , 
-1589.46, -502.02, , 
91.65, 706.39, , 
-190.75, -187.63, , 
-2461.81, -66.19, , 
108.92, -173.52, , 
965.67, -443.13, , 
141.97, -568.79, , 
-365.12, -12.91, , 
-868.78, -80.83, , 
160.31, -113.95, , 
471.50, 367.76, , 
-1309.30, 315.73, , 
-1098.12, -217.70, , 
-288.91, -145.83, , 
1227.68, 0.58, , 
119.77, 369.30, , 
89.74, -533.97, , 
-404.88, 168.53, , 
647.32, -447.60, , 
-1185.24, -83.68, , 
1746.14, -132.50, , 
1551.72, 1272.43, , 
-1039.86, -288.18, , 
-1951.33, 409.51, , 
-947.86, 663.67, , 
1607.44, 441.34, , 
-130.95, 11.66, , 
343.48, -90.91, , 
-496.54, -432.35, , 
622.27, -225.98, , 
448.89, -293.13, , 
367.29, 179.82, , 
1589.99, 18.86, , 
2329.15, -605.29, , 
1213.65, 646.97, , 
95.94, -164.10, , 
-659.64, 225.84, , 
-442.71, -211.59, , 
1130.59, -644.71, , 
1352.13, 396.28, , 
50.48, 790.08, , 
1028.71, -199.77, , 
439.49, -286.63, , 
725.39, -612.19, , 
1080.04, -1029.78, , 
9.46, -665.70, , 
1393.54, -836.17, , 
-515.14, -119.53, , 
274.80, 27.34, , 
-2339.93, -554.35, , 
2029.56, 187.80, , 
179.31, 288.21, , 
1143.75, -414.59, , 
-1848.13, 251.96, , 
-650.32, 136.65, , 
1433.07, -684.75, , 
2053.45, -516.28, , 
243.74, 778.31, , 
3279.94, 594.86, , 
-710.35, -551.53, , 
644.50, 303.45, , 
-1089.10, 1277.81, , 
-268.08, 526.95, , 
472.53, -513.05, , 
-815.81, -94.32, , 
1935.55, -509.32, , 
-979.77, -967.96, , 
-472.66, -635.00, , 
-119.87, -143.40, , 
-1698.66, 53.72, , 
1168.81, -128.17, , 
-1029.00, 274.27, , 
1227.37, -588.51, , 
1163.04, -275.91, , 
-203.92, 701.47, , 
-671.86, -776.15, , 
-873.76, -559.93, , 
1301.86, -280.93, , 
337.29, -273.04, , 
-2016.91, -56.37, , 
1064.66, -394.69, , 
-1173.78, 32.32, , 
1014.76, -661.32, , 
-968.00, 249.21, , 
-114.32, -420.40, , 
478.33, -758.37, , 
-873.06, -141.70, , 
881.56, -59.70, , 
494.49, -419.44, , 
-1107.03, 606.99, , 
537.69, -70.74, , 
1040.79, -59.60, , 
-1495.16, 17.49, , 
-877.76, -151.46, , 
-1400.16, 568.85, , 
-1139.16, 128.86, , 
-8.04, -658.64, , 
-91.74, 561.23, , 
2607.66, 240.24, , 
-1619.54, -78.62, , 
746.01, 196.73, , 
-2588.81, 39.56, , 
996.86, -290.87, , 
-1202.21, 429.56, , 
-659.79, -418.58, , 
1105.51, -230.74, , 
459.38, 191.70, , 
525.82, -321.97, , 
-763.84, -243.61, , 
754.94, -287.18, , 
218.90, 974.58, , 
907.92, 675.23, , 
-403.99, 112.17, , 
912.79, -461.67, , 
3247.26, 40.34, , 
642.59, 166.82, , 
-539.65, -590.00, , 
15.14, 37.97, , 
-696.86, 393.97, , 
-578.17, 488.96, , 
-3093.09, -739.49, , 
331.37, 280.95, , 
-370.51, -735.99, , 
-137.49, 842.10, , 
818.10, -493.89, , 
1653.80, -489.71, , 
69.79, -236.38, , 
208.15, 845.07, , 
-1064.48, 372.63, , 
-1378.67, -224.93, , 
230.36, 176.97, , 
986.09, -677.43, , 
-1490.84, -409.29, , 
-1867.79, -42.64, , 
-978.20, 22.76, , 
-586.54, -786.99, , 
437.39, -288.10, , 
-304.78, 107.91, , 
1572.98, 616.67, , 
-1068.10, -71.20, , 
834.26, 162.10, , 
-711.88, -440.33, , 
-404.83, -107.70, , 
1212.67, 52.69, , 
2438.59, -317.64, , 
-19.83, 22.32, , 
-553.67, 63.81, , 
2364.24, -674.49, , 
-325.17, -174.99, , 
601.85, -68.30, , 
1233.90, 557.47, , 
1685.09, 25.35, , 
157.98, -207.95, , 
1465.76, -214.79, , 
780.56, -147.43, , 
460.55, -133.84, , 
721.92, -393.43, , 
866.12, -308.58, , 
880.61, 97.41, , 
833.44, -610.64, , 
697.91, 561.09, , 
1079.52, 496.57, , 
-1082.43, -104.33, , 
-713.82, 487.73, , 
-599.87, -110.63, , 
-833.04, 319.11, , 
674.93, 24.55, , 
-151.40, -646.43, , 
